DATA_INICIAL,DATA_FINAL,REGIAO,ESTADO,PRODUTO,NUM_POSTOS,UNIDADE,PRECO_MEDIO,DESVIO_PADRAO,PRECO_MINIMO,PRECO_MAXIMO,MARGEM_MEDIA,COEF_VARIACAO,PRECO_MEDIO_DIST,DESVIO_PADRAO_DIST,PRECO_MIN_DIST,PRECO_MAX_DIST,COEF_VAR_DIST
2019-06-02,2019-06-08,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,47,R$/l,4.361,0.127,4.119,4.699,0.324,0.029,4.037,0.077,3.9453,4.276,0.019
2019-06-02,2019-06-08,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,116,R$/l,4.567,0.161,4.31,4.99,0.47,0.035,4.097,0.074,3.9973,4.2631,0.018
2019-06-02,2019-06-08,CENTRO OESTE,GOIAS,GASOLINA COMUM,229,R$/l,4.675,0.144,4.379,5.17,0.45,0.031,4.225,0.06,4.05,4.3269,0.014
2019-06-02,2019-06-08,NORDESTE,MARANHAO,GASOLINA COMUM,121,R$/l,4.649,0.113,4.46,4.99,0.672,0.024,3.977,0.113,3.8744,4.2147,0.028
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,159,R$/l,4.547,0.177,4.199,5.15,0.53,0.039,4.017,0.111,3.89,4.37,0.028
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,85,R$/l,4.337,0.222,4.088,4.899,0.395,0.051,3.942,0.09,3.805,4.2729,0.023
2019-06-02,2019-06-08,SUDESTE,MINAS GERAIS,GASOLINA COMUM,588,R$/l,4.785,0.144,4.399,5.359,0.4,0.03,4.385,0.094,4.1706,4.6119,0.021
2019-06-02,2019-06-08,NORTE,PARA,GASOLINA COMUM,113,R$/l,4.695,0.272,4.24,5.45,0.53,0.058,4.165,0.092,3.99,4.393,0.022
2019-06-02,2019-06-08,NORDESTE,PARAIBA,GASOLINA COMUM,62,R$/l,4.564,0.077,4.39,4.799,0.519,0.017,4.045,0.055,3.94,4.1501,0.014
2019-06-02,2019-06-08,SUL,PARANA,GASOLINA COMUM,368,R$/l,4.324,0.184,3.95,4.89,0.367,0.043,3.957,0.102,3.62,4.2254,0.026
2019-06-02,2019-06-08,NORDESTE,PERNAMBUCO,GASOLINA COMUM,192,R$/l,4.49,0.202,4.26,5.093,0.438,0.045,4.052,0.105,3.8929,4.8852,0.026
2019-06-02,2019-06-08,NORDESTE,PIAUI,GASOLINA COMUM,68,R$/l,4.627,0.165,4.439,4.999,0.51,0.036,4.117,0.097,4.0605,4.3998,0.024
2019-06-02,2019-06-08,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,420,R$/l,4.968,0.155,4.579,5.859,0.469,0.031,4.499,0.109,4.148,5.091,0.024
2019-06-02,2019-06-08,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,62,R$/l,4.645,0.094,4.49,4.8,0.48,0.02,4.165,0.106,4.0137,4.3048,0.025
2019-06-02,2019-06-08,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,361,R$/l,4.744,0.173,4.399,5.369,0.476,0.036,4.268,0.103,4,4.5076,0.024
2019-06-02,2019-06-08,NORTE,RONDONIA,GASOLINA COMUM,71,R$/l,4.695,0.127,4.489,5.16,0.63,0.027,4.065,0.102,3.8122,4.21,0.025
2019-06-02,2019-06-08,NORTE,RORAIMA,GASOLINA COMUM,13,R$/l,4.312,0.02,4.29,4.35,0.512,0.005,3.8,0.124,3.6809,4.1585,0.033
2019-06-02,2019-06-08,SUL,SANTA CATARINA,GASOLINA COMUM,252,R$/l,4.186,0.19,3.77,4.73,0.349,0.045,3.837,0.108,3.645,4.0687,0.028
2019-06-02,2019-06-08,SUDESTE,SAO PAULO,GASOLINA COMUM,1631,R$/l,4.252,0.175,3.769,4.999,0.436,0.041,3.816,0.09,3.57,4.1331,0.024
2019-06-02,2019-06-08,NORDESTE,SERGIPE,GASOLINA COMUM,43,R$/l,4.534,0.11,4.4,4.799,0.391,0.024,4.143,0.068,4.0006,4.283,0.016
2019-06-02,2019-06-08,NORTE,TOCANTINS,GASOLINA COMUM,46,R$/l,4.68,0.195,4.47,5.69,0.56,0.042,4.12,0.058,4.06,4.2652,0.014
2019-06-02,2019-06-08,NORTE,ACRE,GLP,26,R$/13Kg,80.341,3.726,76.0,90.0,8.322,0.046,72.019,1.103,68.57,72.79,0.015
2019-06-02,2019-06-08,NORDESTE,ALAGOAS,GLP,26,R$/13Kg,65.282,3.317,60.0,73.0,16.581,0.051,48.701,1.76,46.43,51.12,0.036
2019-06-02,2019-06-08,NORTE,AMAPA,GLP,15,R$/13Kg,78.842,3.542,73.0,84.0,16.879,0.045,61.963,3.564,58,65,0.058
2019-06-02,2019-06-08,NORTE,AMAZONAS,GLP,56,R$/13Kg,71.147,6.784,62.0,90.0,7.339,0.095,63.808,1.637,60.75,65.74,0.026
2019-06-02,2019-06-08,NORDESTE,BAHIA,GLP,200,R$/13Kg,63.364,5.629,50.0,85.0,13.993,0.089,49.371,5.209,38.08,68,0.106
2019-06-02,2019-06-08,NORDESTE,CEARA,GLP,131,R$/13Kg,73.777,4.103,67.0,80.0,20.323,0.056,53.454,1.572,49.99,55,0.029
2019-06-02,2019-06-08,CENTRO OESTE,DISTRITO FEDERAL,GLP,42,R$/13Kg,73.548,4.945,65.0,95.0,21.605,0.067,51.943,7.877,44,62.82,0.152
2019-06-02,2019-06-08,SUDESTE,ESPIRITO SANTO,GLP,115,R$/13Kg,64.42,3.679,58.0,75.0,15.971,0.057,48.449,1.558,46.6,54,0.032
2019-06-02,2019-06-08,CENTRO OESTE,GOIAS,GLP,209,R$/13Kg,71.94,5.315,53.0,85.0,15.176,0.074,56.764,4.435,45.57,61.6,0.078
2019-06-02,2019-06-08,NORDESTE,MARANHAO,GLP,69,R$/13Kg,70.854,6.079,64.99,85.0,11.443,0.086,59.411,4.705,46.6,63.5,0.079
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO,GLP,95,R$/13Kg,98.076,6.934,70.0,115.0,27.506,0.071,70.57,7.87,58.54,86,0.112
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO DO SUL,GLP,113,R$/13Kg,72.334,7.869,60.0,99.0,16.69,0.109,55.644,5.399,47,72,0.097
2019-06-02,2019-06-08,SUDESTE,MINAS GERAIS,GLP,508,R$/13Kg,70.011,5.584,55.0,95.0,16.427,0.08,53.584,5.111,45.27,76.05,0.095
2019-06-02,2019-06-08,NORTE,PARA,GLP,155,R$/13Kg,76.606,8.38,65.0,100.0,16.001,0.109,60.605,4.188,53.76,70.98,0.069
2019-06-02,2019-06-08,NORDESTE,PARAIBA,GLP,55,R$/13Kg,67.825,2.289,65.0,70.0,12.911,0.034,54.914,4.069,45.54,60,0.074
2019-06-02,2019-06-08,SUL,PARANA,GLP,402,R$/13Kg,70.265,6.835,55.0,90.0,17.092,0.097,53.173,5.282,44.66,69,0.099
2019-06-02,2019-06-08,NORDESTE,PERNAMBUCO,GLP,165,R$/13Kg,66.85,3.583,59.0,80.0,12.882,0.054,53.968,2.76,46.68,60,0.051
2019-06-02,2019-06-08,NORDESTE,PIAUI,GLP,35,R$/13Kg,68.927,6.999,63.0,85.0,13.158,0.102,55.769,7.797,48.14,70,0.14
2019-06-02,2019-06-08,SUDESTE,RIO DE JANEIRO,GLP,221,R$/13Kg,63.852,5.867,52.0,82.0,15.74,0.092,48.112,3.781,39,57.85,0.079
2019-06-02,2019-06-08,NORDESTE,RIO GRANDE DO NORTE,GLP,43,R$/13Kg,69.219,2.488,67.0,75.0,18.104,0.036,51.115,4.952,35.99,54.49,0.097
2019-06-02,2019-06-08,SUL,RIO GRANDE DO SUL,GLP,374,R$/13Kg,69.344,5.23,58.0,88.0,18.224,0.075,51.12,6.439,37.028,68,0.126
2019-06-02,2019-06-08,NORTE,RONDONIA,GLP,57,R$/13Kg,79.051,6.224,68.0,90.0,13.342,0.079,65.709,3.795,61.95,81,0.058
2019-06-02,2019-06-08,NORTE,RORAIMA,GLP,24,R$/13Kg,84.25,0.676,83.0,85.0,11.86,0.008,72.39,0,72.39,72.39,0
2019-06-02,2019-06-08,SUL,SANTA CATARINA,GLP,100,R$/13Kg,69.937,5.24,55.0,85.0,18.488,0.075,51.449,3.349,45.45,61.5,0.065
2019-06-02,2019-06-08,SUDESTE,SAO PAULO,GLP,1017,R$/13Kg,68.03,6.248,50.0,93.0,18.008,0.092,50.022,5.027,39.08,72.5,0.1
2019-06-02,2019-06-08,NORDESTE,SERGIPE,GLP,26,R$/13Kg,69.613,3.992,60.0,79.0,14.484,0.057,55.129,4.066,46.19,57.43,0.074
2019-06-02,2019-06-08,NORTE,TOCANTINS,GLP,88,R$/13Kg,82.365,6.234,65.0,90.0,26.276,0.076,56.089,6.539,49,72,0.117
2019-06-02,2019-06-08,NORDESTE,ALAGOAS,GNV,8,R$/m3,3.47,0.023,3.45,3.499,0.89,0.007,2.58,0,2.5804,2.5804,0
2019-06-02,2019-06-08,NORTE,AMAZONAS,GNV,1,R$/m3,3.19,0.0,3.19,3.19,0.726,0.0,2.464,0,2.4644,2.4644,0
2019-06-02,2019-06-08,NORDESTE,BAHIA,GNV,18,R$/m3,3.118,0.176,2.99,3.78,0.828,0.056,2.29,0.37,1.8556,3.1941,0.162
2019-06-02,2019-06-08,NORDESTE,CEARA,GNV,14,R$/m3,3.664,0.033,3.59,3.69,0.808,0.009,2.856,0,2.856,2.856,0
2019-06-02,2019-06-08,SUDESTE,ESPIRITO SANTO,GNV,10,R$/m3,3.263,0.141,3.19,3.66,1.013,0.043,2.25,0,2.25,2.25,0
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO DO SUL,GNV,3,R$/m3,2.932,0.035,2.899,2.968,0.838,0.012,2.094,0.211,1.8512,2.2161,0.101
2019-06-02,2019-06-08,SUDESTE,MINAS GERAIS,GNV,8,R$/m3,3.548,0.092,3.499,3.69,-,0.026,-,-,-,-,-
2019-06-02,2019-06-08,NORDESTE,PARAIBA,GNV,10,R$/m3,3.697,0.022,3.66,3.73,0.619,0.006,3.078,0,3.0782,3.0782,0
2019-06-02,2019-06-08,SUL,PARANA,GNV,8,R$/m3,3.193,0.282,3.099,3.89,-,0.088,-,-,-,-,-
2019-06-02,2019-06-08,NORDESTE,PERNAMBUCO,GNV,14,R$/m3,2.699,0.0,2.699,2.699,0.875,0.0,1.824,0.263,1.7116,2.243,0.144
2019-06-02,2019-06-08,SUDESTE,RIO DE JANEIRO,GNV,121,R$/m3,3.05,0.277,2.749,3.999,0.707,0.091,2.343,0.2,2.126,2.847,0.085
2019-06-02,2019-06-08,NORDESTE,RIO GRANDE DO NORTE,GNV,10,R$/m3,3.54,0.045,3.49,3.59,0.668,0.013,2.872,0.003,2.87,2.874,0.001
2019-06-02,2019-06-08,SUL,RIO GRANDE DO SUL,GNV,23,R$/m3,3.409,0.124,3.23,3.789,0.953,0.036,2.456,0.335,1.6851,2.5416,0.136
2019-06-02,2019-06-08,SUL,SANTA CATARINA,GNV,26,R$/m3,2.871,0.112,2.699,3.299,1.05,0.039,1.821,0.126,1.8206,1.9981,0.069
2019-06-02,2019-06-08,SUDESTE,SAO PAULO,GNV,35,R$/m3,3.063,0.232,2.699,3.859,0.708,0.076,2.355,0.187,1.9866,2.3891,0.079
2019-06-02,2019-06-08,NORDESTE,SERGIPE,GNV,3,R$/m3,3.757,0.018,3.749,3.78,1.139,0.005,2.618,0,2.6175,2.6175,0
2019-06-02,2019-06-08,NORTE,ACRE,OLEO DIESEL,35,R$/l,4.729,0.204,4.25,4.88,0.775,0.043,3.954,0.149,3.694,4.27,0.038
2019-06-02,2019-06-08,NORDESTE,ALAGOAS,OLEO DIESEL,36,R$/l,3.754,0.163,3.55,4.284,0.317,0.043,3.437,0.123,3.2099,3.7593,0.036
2019-06-02,2019-06-08,NORTE,AMAPA,OLEO DIESEL,11,R$/l,4.221,0.234,3.99,4.69,0.414,0.055,3.807,0.023,3.7903,3.8325,0.006
2019-06-02,2019-06-08,NORTE,AMAZONAS,OLEO DIESEL,51,R$/l,3.752,0.264,3.5,4.46,0.328,0.07,3.424,0.131,3.05,3.5763,0.038
2019-06-02,2019-06-08,NORDESTE,BAHIA,OLEO DIESEL,212,R$/l,3.648,0.184,3.318,4.65,0.345,0.05,3.303,0.078,3.15,3.5254,0.024
2019-06-02,2019-06-08,NORDESTE,CEARA,OLEO DIESEL,53,R$/l,3.881,0.072,3.609,3.98,0.424,0.019,3.457,0.06,3.2947,3.6169,0.017
2019-06-02,2019-06-08,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL,22,R$/l,3.763,0.166,3.399,4.089,0.363,0.044,3.4,0.1,3.254,3.6195,0.029
2019-06-02,2019-06-08,SUDESTE,ESPIRITO SANTO,OLEO DIESEL,78,R$/l,3.646,0.119,3.39,3.92,0.357,0.033,3.289,0.068,3.1937,3.4539,0.021
2019-06-02,2019-06-08,CENTRO OESTE,GOIAS,OLEO DIESEL,160,R$/l,3.7,0.112,3.469,4.09,0.32,0.03,3.38,0.071,3.2845,3.5304,0.021
2019-06-02,2019-06-08,NORDESTE,MARANHAO,OLEO DIESEL,61,R$/l,3.749,0.113,3.57,4.01,0.374,0.03,3.375,0.069,3.269,3.48,0.02
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO,OLEO DIESEL,92,R$/l,3.968,0.179,3.588,4.389,0.469,0.045,3.499,0.096,3.37,3.6981,0.027
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL,55,R$/l,3.705,0.127,3.459,3.999,0.425,0.034,3.28,0.079,3.1739,3.5,0.024
2019-06-02,2019-06-08,SUDESTE,MINAS GERAIS,OLEO DIESEL,376,R$/l,3.689,0.135,3.4,4.268,0.318,0.037,3.371,0.101,3.148,3.5945,0.03
2019-06-02,2019-06-08,NORTE,PARA,OLEO DIESEL,68,R$/l,3.951,0.159,3.597,4.51,0.499,0.04,3.452,0.092,3.25,3.627,0.027
2019-06-02,2019-06-08,NORDESTE,PARAIBA,OLEO DIESEL,23,R$/l,3.68,0.066,3.59,3.799,0.379,0.018,3.301,0.092,3.1789,3.489,0.028
2019-06-02,2019-06-08,SUL,PARANA,OLEO DIESEL,207,R$/l,3.433,0.119,3.23,3.89,0.324,0.035,3.109,0.079,2.9595,3.28,0.025
2019-06-02,2019-06-08,NORDESTE,PERNAMBUCO,OLEO DIESEL,10,R$/l,3.746,0.108,3.49,3.92,0.355,0.029,3.391,0.051,3.3681,3.4813,0.015
2019-06-02,2019-06-08,NORDESTE,PIAUI,OLEO DIESEL,35,R$/l,3.704,0.094,3.597,3.899,0.398,0.025,3.306,0.088,3.2259,3.4848,0.027
2019-06-02,2019-06-08,SUDESTE,RIO DE JANEIRO,OLEO DIESEL,204,R$/l,3.616,0.143,3.289,4.059,0.429,0.04,3.187,0.113,2.998,3.742,0.035
2019-06-02,2019-06-08,NORDESTE,RIO GRANDE DO NORTE,OLEO DIESEL,46,R$/l,3.726,0.079,3.55,3.88,0.339,0.021,3.387,0.063,3.1972,3.4864,0.019
2019-06-02,2019-06-08,SUL,RIO GRANDE DO SUL,OLEO DIESEL,232,R$/l,3.576,0.156,3.29,4.068,0.432,0.044,3.144,0.093,2.93,3.3972,0.03
2019-06-02,2019-06-08,NORTE,RONDONIA,OLEO DIESEL,59,R$/l,3.906,0.103,3.599,4.1,0.451,0.026,3.455,0.098,3.1651,3.562,0.028
2019-06-02,2019-06-08,NORTE,RORAIMA,OLEO DIESEL,12,R$/l,3.678,0.03,3.59,3.7,0.425,0.008,3.253,0.056,3.195,3.3636,0.017
2019-06-02,2019-06-08,SUL,SANTA CATARINA,OLEO DIESEL,110,R$/l,3.544,0.109,3.29,3.989,0.457,0.031,3.087,0.117,2.8989,3.4571,0.038
2019-06-02,2019-06-08,SUDESTE,SAO PAULO,OLEO DIESEL,804,R$/l,3.523,0.142,3.16,4.3,0.356,0.04,3.167,0.092,2.952,3.475,0.029
2019-06-02,2019-06-08,NORDESTE,SERGIPE,OLEO DIESEL,26,R$/l,3.697,0.1,3.55,3.892,0.338,0.027,3.359,0.07,3.2863,3.482,0.021
2019-06-02,2019-06-08,NORTE,TOCANTINS,OLEO DIESEL,33,R$/l,3.639,0.293,3.36,4.95,0.443,0.081,3.196,0.058,3.1058,3.3,0.018
2019-06-02,2019-06-08,NORTE,ACRE,OLEO DIESEL S10,36,R$/l,4.515,0.249,4.3,5.01,0.643,0.055,3.872,0.201,3.7219,4.39,0.052
2019-06-02,2019-06-08,NORDESTE,ALAGOAS,OLEO DIESEL S10,40,R$/l,3.838,0.178,3.599,4.397,0.419,0.046,3.419,0.085,3.3255,3.6845,0.025
2019-06-02,2019-06-08,NORTE,AMAPA,OLEO DIESEL S10,12,R$/l,4.677,0.189,4.46,4.89,0.465,0.04,4.212,0.005,4.2081,4.2158,0.001
2019-06-02,2019-06-08,NORTE,AMAZONAS,OLEO DIESEL S10,43,R$/l,3.842,0.251,3.6,4.51,0.367,0.065,3.475,0.13,3.2354,3.77,0.037
2019-06-02,2019-06-08,NORDESTE,BAHIA,OLEO DIESEL S10,268,R$/l,3.733,0.184,3.378,4.69,0.381,0.049,3.352,0.091,3.198,3.639,0.027
2019-06-02,2019-06-08,NORDESTE,CEARA,OLEO DIESEL S10,214,R$/l,3.85,0.097,3.639,4.08,0.387,0.025,3.463,0.071,3.3289,3.6438,0.021
2019-06-02,2019-06-08,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL S10,31,R$/l,3.887,0.113,3.697,4.149,0.332,0.029,3.555,0.094,3.3727,3.6978,0.026
2019-06-02,2019-06-08,SUDESTE,ESPIRITO SANTO,OLEO DIESEL S10,98,R$/l,3.746,0.116,3.52,3.98,0.405,0.031,3.341,0.073,3.1971,3.5129,0.022
2019-06-02,2019-06-08,CENTRO OESTE,GOIAS,OLEO DIESEL S10,180,R$/l,3.806,0.108,3.55,4.15,0.341,0.028,3.465,0.068,3.3385,3.6111,0.02
2019-06-02,2019-06-08,NORDESTE,MARANHAO,OLEO DIESEL S10,115,R$/l,3.779,0.102,3.599,4.05,0.399,0.027,3.38,0.075,3.2313,3.47,0.022
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO,OLEO DIESEL S10,130,R$/l,4.028,0.191,3.666,4.489,0.452,0.047,3.576,0.086,3.42,3.757,0.024
2019-06-02,2019-06-08,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL S10,74,R$/l,3.85,0.122,3.549,4.1,0.5,0.032,3.35,0.085,3.23,3.57,0.025
2019-06-02,2019-06-08,SUDESTE,MINAS GERAIS,OLEO DIESEL S10,469,R$/l,3.784,0.131,3.48,4.451,0.344,0.035,3.44,0.096,3.2235,3.694,0.028
2019-06-02,2019-06-08,NORTE,PARA,OLEO DIESEL S10,106,R$/l,3.964,0.183,3.55,4.47,0.469,0.046,3.495,0.096,3.29,3.7194,0.027
2019-06-02,2019-06-08,NORDESTE,PARAIBA,OLEO DIESEL S10,58,R$/l,3.692,0.088,3.54,3.999,0.313,0.024,3.379,0.068,3.28,3.5496,0.02
2019-06-02,2019-06-08,SUL,PARANA,OLEO DIESEL S10,297,R$/l,3.525,0.125,3.19,3.89,0.364,0.035,3.161,0.095,2.92,3.42,0.03
2019-06-02,2019-06-08,NORDESTE,PERNAMBUCO,OLEO DIESEL S10,173,R$/l,3.595,0.118,3.359,3.92,0.368,0.033,3.227,0.078,3.08,3.4118,0.024
2019-06-02,2019-06-08,NORDESTE,PIAUI,OLEO DIESEL S10,63,R$/l,3.781,0.092,3.639,3.999,0.446,0.024,3.335,0.047,3.2572,3.426,0.014
2019-06-02,2019-06-08,SUDESTE,RIO DE JANEIRO,OLEO DIESEL S10,310,R$/l,3.74,0.152,3.389,4.299,0.444,0.041,3.296,0.098,3.0692,3.6256,0.03
2019-06-02,2019-06-08,NORDESTE,RIO GRANDE DO NORTE,OLEO DIESEL S10,58,R$/l,3.844,0.08,3.72,3.99,0.362,0.021,3.482,0.065,3.3967,3.6379,0.019
2019-06-02,2019-06-08,SUL,RIO GRANDE DO SUL,OLEO DIESEL S10,300,R$/l,3.672,0.164,3.389,4.29,0.447,0.045,3.225,0.11,3.014,3.6813,0.034
2019-06-02,2019-06-08,NORTE,RONDONIA,OLEO DIESEL S10,63,R$/l,3.978,0.092,3.699,4.16,0.467,0.023,3.511,0.109,3.2131,3.6784,0.031
2019-06-02,2019-06-08,NORTE,RORAIMA,OLEO DIESEL S10,12,R$/l,3.767,0.031,3.7,3.79,0.434,0.008,3.333,0.099,3.2458,3.5958,0.03
2019-06-02,2019-06-08,SUL,SANTA CATARINA,OLEO DIESEL S10,225,R$/l,3.614,0.125,3.29,4.069,0.445,0.035,3.169,0.102,2.9413,3.4767,0.032
2019-06-02,2019-06-08,SUDESTE,SAO PAULO,OLEO DIESEL S10,1276,R$/l,3.64,0.154,3.249,4.499,0.384,0.042,3.256,0.096,3.0202,3.6596,0.029
2019-06-02,2019-06-08,NORDESTE,SERGIPE,OLEO DIESEL S10,42,R$/l,3.792,0.102,3.6,3.99,0.373,0.027,3.419,0.059,3.3274,3.528,0.017
2019-06-02,2019-06-08,NORTE,TOCANTINS,OLEO DIESEL S10,45,R$/l,3.655,0.285,3.4,5.07,0.417,0.078,3.238,0.074,3.15,3.3736,0.023
2019-06-09,2019-06-15,NORTE,ACRE,ETANOL HIDRATADO,19,R$/l,3.97,0.168,3.69,4.39,0.682,0.042,3.288,0.032,3.2215,3.3238,0.01
2019-06-09,2019-06-15,NORDESTE,ALAGOAS,ETANOL HIDRATADO,54,R$/l,3.791,0.162,3.479,4.099,0.369,0.043,3.422,0.118,3.2963,3.802,0.034
2019-06-09,2019-06-15,NORTE,AMAZONAS,ETANOL HIDRATADO,39,R$/l,3.367,0.156,3.199,3.97,0.282,0.046,3.085,0.071,2.9766,3.2935,0.023
2019-06-09,2019-06-15,NORDESTE,BAHIA,ETANOL HIDRATADO,332,R$/l,3.441,0.235,2.898,4.19,0.552,0.068,2.889,0.182,2.379,3.3981,0.063
2019-06-09,2019-06-15,NORDESTE,CEARA,ETANOL HIDRATADO,200,R$/l,3.828,0.084,3.599,4.099,0.522,0.022,3.306,0.048,3.1859,3.3895,0.015
2019-06-09,2019-06-15,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,44,R$/l,3.224,0.148,2.979,3.499,0.378,0.046,2.846,0.055,2.765,2.9301,0.019
2019-06-09,2019-06-15,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,72,R$/l,3.643,0.204,3.28,4.099,0.414,0.056,3.229,0.138,2.94,3.3598,0.043
2019-06-09,2019-06-15,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,234,R$/l,2.929,0.122,2.69,3.39,0.473,0.042,2.456,0.086,2.19,2.6344,0.035
2019-06-09,2019-06-15,NORDESTE,MARANHAO,ETANOL HIDRATADO,42,R$/l,3.766,0.216,3.399,4.4,0.466,0.057,3.3,0.163,3.19,3.55,0.049
2019-06-09,2019-06-15,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,160,R$/l,2.474,0.186,2.255,2.989,0.287,0.075,2.187,0.119,2.07,2.4417,0.054
2019-06-09,2019-06-15,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,86,R$/l,3.438,0.213,3.159,3.999,0.462,0.062,2.976,0.102,2.8501,3.389,0.034
2019-06-09,2019-06-15,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,591,R$/l,2.972,0.183,2.64,3.599,0.362,0.062,2.61,0.152,2.2178,3.0138,0.058
2019-06-09,2019-06-15,NORTE,PARA,ETANOL HIDRATADO,47,R$/l,3.82,0.27,3.39,4.97,0.412,0.071,3.408,0.127,3.2299,3.666,0.037
2019-06-09,2019-06-15,NORDESTE,PARAIBA,ETANOL HIDRATADO,62,R$/l,3.66,0.11,3.47,3.999,0.464,0.03,3.196,0.066,3.1081,3.4002,0.021
2019-06-09,2019-06-15,SUL,PARANA,ETANOL HIDRATADO,374,R$/l,2.896,0.155,2.65,3.699,0.335,0.054,2.561,0.096,2.32,2.8865,0.037
2019-06-09,2019-06-15,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,177,R$/l,3.62,0.139,3.299,4.049,0.38,0.038,3.24,0.086,3.0903,3.5141,0.027
2019-06-09,2019-06-15,NORDESTE,PIAUI,ETANOL HIDRATADO,47,R$/l,3.472,0.165,3.349,4.16,0.452,0.048,3.02,0.058,2.9998,3.1569,0.019
2019-06-09,2019-06-15,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,414,R$/l,3.831,0.234,3.379,4.499,0.518,0.061,3.313,0.257,2.5115,4.0339,0.078
2019-06-09,2019-06-15,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,59,R$/l,3.736,0.088,3.59,3.999,0.51,0.024,3.226,0.15,3.0548,3.3784,0.046
2019-06-09,2019-06-15,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,177,R$/l,4.148,0.24,3.659,4.898,0.58,0.058,3.568,0.185,3.3543,4.2262,0.052
2019-06-09,2019-06-15,NORTE,RONDONIA,ETANOL HIDRATADO,27,R$/l,3.881,0.251,3.59,4.4,0.613,0.065,3.268,0.203,3.0165,3.6498,0.062
2019-06-09,2019-06-15,NORTE,RORAIMA,ETANOL HIDRATADO,2,R$/l,3.79,0.014,3.78,3.8,0.553,0.004,3.237,0.287,3.0343,3.4399,0.089
2019-06-09,2019-06-15,SUL,SANTA CATARINA,ETANOL HIDRATADO,167,R$/l,3.623,0.195,3.17,4.049,0.556,0.054,3.067,0.147,2.8139,3.3311,0.048
2019-06-09,2019-06-15,SUDESTE,SAO PAULO,ETANOL HIDRATADO,1663,R$/l,2.63,0.184,2.239,3.899,0.332,0.07,2.298,0.111,1.8363,2.7292,0.048
2019-06-09,2019-06-15,NORDESTE,SERGIPE,ETANOL HIDRATADO,34,R$/l,3.726,0.106,3.45,3.999,0.485,0.028,3.241,0.059,3.1045,3.3085,0.018
2019-06-09,2019-06-15,NORTE,TOCANTINS,ETANOL HIDRATADO,38,R$/l,3.779,0.176,3.49,4.4,0.606,0.047,3.173,0.184,2.791,3.5821,0.058
2019-06-09,2019-06-15,NORTE,ACRE,GASOLINA COMUM,39,R$/l,5.076,0.234,4.79,5.58,0.799,0.046,4.277,0.168,4.0767,4.64,0.039
2019-06-09,2019-06-15,NORDESTE,ALAGOAS,GASOLINA COMUM,57,R$/l,4.671,0.202,4.299,5.11,0.568,0.043,4.103,0.113,4.0176,4.3993,0.028
2019-06-09,2019-06-15,NORTE,AMAPA,GASOLINA COMUM,28,R$/l,3.957,0.189,3.79,4.59,0.237,0.048,3.72,0.023,3.674,3.7407,0.006
2019-06-09,2019-06-15,NORTE,AMAZONAS,GASOLINA COMUM,73,R$/l,4.589,0.149,4.49,5.0,0.804,0.032,3.785,0.143,3.65,4.15,0.038
2019-06-09,2019-06-15,NORDESTE,BAHIA,GASOLINA COMUM,339,R$/l,4.576,0.251,4.17,5.79,0.531,0.055,4.045,0.119,3.75,4.4444,0.029
2019-06-09,2019-06-15,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.572,0.172,4.45,4.96,0.533,0.038,4.039,0.125,3.8639,4.3515,0.031
2019-06-09,2019-06-15,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,47,R$/l,4.291,0.152,4.069,4.85,0.298,0.035,3.993,0.074,3.886,4.16,0.019
2019-06-09,2019-06-15,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,116,R$/l,4.502,0.197,4.219,4.999,0.446,0.044,4.056,0.083,3.9327,4.2631,0.02
