DATA_INICIAL,DATA_FINAL,REGIAO,ESTADO,PRODUTO,NUM_POSTOS,UNIDADE,PRECO_MEDIO,DESVIO_PADRAO,PRECO_MINIMO,PRECO_MAXIMO,MARGEM_MEDIA,COEF_VARIACAO,PRECO_MEDIO_DIST,DESVIO_PADRAO_DIST,PRECO_MIN_DIST,PRECO_MAX_DIST,COEF_VAR_DIST
2013-06-30,2013-07-06,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,106,R$/l,2.435,0.058,2.25,2.599,0.244,0.024,2.191,0.04,2.1493,2.2587,0.018
2013-06-30,2013-07-06,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,528,R$/l,2.432,0.133,2.1,3.02,0.401,0.055,2.031,0.1,1.832,2.4977,0.049
2013-06-30,2013-07-06,NORTE,RONDONIA,ETANOL HIDRATADO,80,R$/l,2.478,0.095,2.31,2.79,0.382,0.038,2.096,0.066,2.0387,2.1668,0.031
2013-06-30,2013-07-06,NORTE,RORAIMA,ETANOL HIDRATADO,13,R$/l,2.751,0.061,2.59,2.83,0.355,0.022,2.396,0.077,2.3044,2.5014,0.032
2013-06-30,2013-07-06,SUL,SANTA CATARINA,ETANOL HIDRATADO,360,R$/l,2.407,0.13,1.949,2.799,0.388,0.054,2.019,0.109,1.9,2.3813,0.054
2013-06-30,2013-07-06,SUDESTE,SAO PAULO,ETANOL HIDRATADO,2376,R$/l,1.769,0.121,1.29,2.599,0.298,0.068,1.471,0.066,1.1594,1.7479,0.045
2013-06-30,2013-07-06,NORDESTE,SERGIPE,ETANOL HIDRATADO,47,R$/l,2.518,0.103,2.3,2.69,0.313,0.041,2.205,0.056,2.0599,2.27,0.025
2013-06-30,2013-07-06,NORTE,TOCANTINS,ETANOL HIDRATADO,58,R$/l,2.275,0.143,1.999,2.89,0.49,0.063,1.785,0.124,1.698,2.0131,0.069
2013-06-30,2013-07-06,NORTE,ACRE,GASOLINA COMUM,52,R$/l,3.26,0.134,3.18,3.64,0.572,0.041,2.688,0.109,2.5957,2.935,0.041
2013-06-30,2013-07-06,NORDESTE,ALAGOAS,GASOLINA COMUM,95,R$/l,2.86,0.102,2.599,3.09,0.369,0.036,2.491,0.037,2.3801,2.5601,0.015
2013-06-30,2013-07-06,NORTE,AMAPA,GASOLINA COMUM,26,R$/l,2.861,0.195,2.76,3.33,0.37,0.068,2.491,0.063,2.4499,2.6066,0.025
2013-06-30,2013-07-06,NORTE,AMAZONAS,GASOLINA COMUM,121,R$/l,2.989,0.18,2.75,3.58,0.469,0.06,2.52,0.052,2.37,2.7,0.021
2013-06-30,2013-07-06,NORDESTE,BAHIA,GASOLINA COMUM,421,R$/l,2.93,0.115,2.439,3.349,0.499,0.039,2.431,0.069,2.3218,2.678,0.028
2013-06-30,2013-07-06,NORDESTE,CEARA,GASOLINA COMUM,228,R$/l,2.887,0.112,2.67,3.15,0.38,0.039,2.507,0.034,2.4331,2.6248,0.014
2013-06-30,2013-07-06,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,80,R$/l,2.989,0.007,2.96,2.999,0.499,0.002,2.49,0.024,2.419,2.5221,0.01
2013-06-30,2013-07-06,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,190,R$/l,2.867,0.126,2.69,3.15,0.379,0.044,2.488,0.066,2.286,2.6658,0.027
2013-06-30,2013-07-06,CENTRO OESTE,GOIAS,GASOLINA COMUM,254,R$/l,2.855,0.127,2.629,3.29,0.327,0.044,2.528,0.069,2.3949,2.699,0.027
2013-06-30,2013-07-06,NORDESTE,MARANHAO,GASOLINA COMUM,147,R$/l,2.82,0.154,2.65,3.39,0.361,0.055,2.459,0.055,2.3515,2.5832,0.022
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,141,R$/l,3.017,0.125,2.85,3.41,0.476,0.041,2.541,0.056,2.4554,2.686,0.022
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,130,R$/l,2.997,0.113,2.79,3.26,0.5,0.038,2.497,0.067,2.34,2.689,0.027
2013-06-30,2013-07-06,SUDESTE,MINAS GERAIS,GASOLINA COMUM,985,R$/l,2.887,0.133,2.49,3.179,0.385,0.046,2.502,0.061,2.3013,2.6764,0.024
2013-06-30,2013-07-06,NORTE,PARA,GASOLINA COMUM,192,R$/l,2.994,0.201,2.719,3.63,0.404,0.067,2.59,0.068,2.45,2.7411,0.026
2013-06-30,2013-07-06,NORDESTE,PARAIBA,GASOLINA COMUM,120,R$/l,2.789,0.065,2.63,2.98,0.337,0.023,2.452,0.045,2.375,2.593,0.018
2013-06-30,2013-07-06,SUL,PARANA,GASOLINA COMUM,564,R$/l,2.73,0.178,2.255,3.28,0.282,0.065,2.448,0.091,2.2959,2.854,0.037
2013-06-30,2013-07-06,NORDESTE,PERNAMBUCO,GASOLINA COMUM,332,R$/l,2.789,0.145,2.49,3.18,0.36,0.052,2.429,0.051,2.3405,2.6027,0.021
2013-06-30,2013-07-06,NORDESTE,PIAUI,GASOLINA COMUM,102,R$/l,2.703,0.102,2.55,2.98,0.314,0.038,2.389,0.039,2.3202,2.4675,0.016
2013-06-30,2013-07-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,736,R$/l,2.999,0.121,2.73,3.699,0.395,0.04,2.604,0.07,2.4779,2.8197,0.027
2013-06-30,2013-07-06,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,113,R$/l,2.89,0.052,2.79,2.999,0.392,0.018,2.498,0.047,2.3928,2.5837,0.019
2013-06-30,2013-07-06,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,617,R$/l,2.843,0.138,2.499,3.3,0.401,0.049,2.442,0.063,2.302,2.6576,0.026
2013-06-30,2013-07-06,NORTE,RONDONIA,GASOLINA COMUM,100,R$/l,3.06,0.078,2.949,3.35,0.498,0.025,2.562,0.03,2.494,2.5916,0.012
2013-06-30,2013-07-06,NORTE,RORAIMA,GASOLINA COMUM,33,R$/l,3.016,0.089,2.99,3.39,0.548,0.03,2.468,0.073,2.41,2.6635,0.03
2013-06-30,2013-07-06,SUL,SANTA CATARINA,GASOLINA COMUM,384,R$/l,2.842,0.115,2.539,3.188,0.402,0.04,2.44,0.061,2.3003,2.589,0.025
2013-06-30,2013-07-06,SUDESTE,SAO PAULO,GASOLINA COMUM,2368,R$/l,2.722,0.122,2.309,3.399,0.408,0.045,2.314,0.065,2.13,2.567,0.028
2013-06-30,2013-07-06,NORDESTE,SERGIPE,GASOLINA COMUM,55,R$/l,2.891,0.077,2.779,3.06,0.374,0.027,2.517,0.05,2.38,2.5948,0.02
2013-06-30,2013-07-06,NORTE,TOCANTINS,GASOLINA COMUM,59,R$/l,3.049,0.069,2.86,3.18,0.534,0.023,2.515,0.049,2.444,2.5903,0.019
2013-06-30,2013-07-06,NORTE,ACRE,GLP,89,R$/13Kg,48.193,2.349,44.0,57.0,6.775,0.049,41.418,0.165,41.07,41.5,0.004
2013-06-30,2013-07-06,NORDESTE,ALAGOAS,GLP,38,R$/13Kg,38.351,2.256,33.0,40.0,-,0.059,-,-,-,-,-
2013-06-30,2013-07-06,NORTE,AMAPA,GLP,26,R$/13Kg,47.337,4.724,42.0,62.0,-,0.1,-,-,-,-,-
2013-06-30,2013-07-06,NORTE,AMAZONAS,GLP,176,R$/13Kg,42.511,1.808,38.0,48.0,6.74,0.043,35.771,1.56,19.17,36.95,0.044
2013-06-30,2013-07-06,NORDESTE,BAHIA,GLP,311,R$/13Kg,37.482,3.965,27.0,45.0,10.803,0.106,26.679,2.503,21.3,35,0.094
2013-06-30,2013-07-06,NORDESTE,CEARA,GLP,264,R$/13Kg,40.336,3.029,34.0,45.0,-,0.075,-,-,-,-,-
2013-06-30,2013-07-06,CENTRO OESTE,DISTRITO FEDERAL,GLP,118,R$/13Kg,42.619,2.578,36.0,48.0,8.881,0.06,33.738,0.559,32.9,34.5,0.017
2013-06-30,2013-07-06,SUDESTE,ESPIRITO SANTO,GLP,165,R$/13Kg,37.225,2.406,33.0,43.0,9.499,0.065,27.726,0.671,24.51,30,0.024
2013-06-30,2013-07-06,CENTRO OESTE,GOIAS,GLP,486,R$/13Kg,41.128,2.474,36.0,50.0,8.489,0.06,32.639,2.47,25.93,38.9,0.076
2013-06-30,2013-07-06,NORDESTE,MARANHAO,GLP,113,R$/13Kg,47.571,2.468,39.0,52.0,12.707,0.052,34.864,2.46,29,38,0.071
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO,GLP,115,R$/13Kg,50.804,2.778,43.0,59.0,8.839,0.055,41.965,3.13,38,45,0.075
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO DO SUL,GLP,211,R$/13Kg,49.13,3.587,40.0,55.0,9.856,0.073,39.274,4.137,28.8,43.601,0.105
2013-06-30,2013-07-06,SUDESTE,MINAS GERAIS,GLP,998,R$/13Kg,43.938,3.593,30.0,53.0,11.752,0.082,32.186,3.012,22.96,39,0.094
2013-06-30,2013-07-06,NORTE,PARA,GLP,216,R$/13Kg,42.565,4.068,35.0,53.0,13.491,0.096,29.074,0.571,27,30,0.02
2013-06-30,2013-07-06,NORDESTE,PARAIBA,GLP,113,R$/13Kg,35.785,2.266,31.0,40.0,6.975,0.063,28.81,2.59,22.84,33.22,0.09
2013-06-30,2013-07-06,SUL,PARANA,GLP,673,R$/13Kg,39.416,3.236,29.9,50.0,9.45,0.082,29.966,2.663,24.07,37,0.089
2013-06-30,2013-07-06,NORDESTE,PERNAMBUCO,GLP,274,R$/13Kg,37.949,2.111,30.0,43.0,7.95,0.056,29.999,2.949,21.8,35,0.098
2013-06-30,2013-07-06,NORDESTE,PIAUI,GLP,67,R$/13Kg,41.239,2.474,38.0,47.0,3.741,0.06,37.498,3.114,31,38,0.083
2013-06-30,2013-07-06,SUDESTE,RIO DE JANEIRO,GLP,293,R$/13Kg,38.897,3.305,28.9,46.0,11.804,0.085,27.093,3.533,15.87,34.32,0.13
2013-06-30,2013-07-06,NORDESTE,RIO GRANDE DO NORTE,GLP,68,R$/13Kg,39.049,2.267,34.99,43.0,-,0.058,-,-,-,-,-
2013-06-30,2013-07-06,SUL,RIO GRANDE DO SUL,GLP,720,R$/13Kg,41.989,3.007,31.0,50.0,10.369,0.072,31.62,3.292,17.8671,40.5,0.104
2013-06-30,2013-07-06,NORTE,RONDONIA,GLP,98,R$/13Kg,45.683,3.088,40.0,52.0,11.012,0.068,34.671,0.754,34,35.9,0.022
2013-06-30,2013-07-06,NORTE,RORAIMA,GLP,31,R$/13Kg,46.721,1.727,42.0,50.0,6.021,0.037,40.7,0,40.7,40.7,0
2013-06-30,2013-07-06,SUL,SANTA CATARINA,GLP,241,R$/13Kg,42.808,2.598,37.0,50.0,7.692,0.061,35.116,2.802,29,41,0.08
2013-06-30,2013-07-06,SUDESTE,SAO PAULO,GLP,1986,R$/13Kg,40.443,3.199,29.0,51.0,12.195,0.079,28.248,3.21,18,39,0.114
2013-06-30,2013-07-06,NORDESTE,SERGIPE,GLP,41,R$/13Kg,37.924,1.739,34.0,40.0,9.292,0.046,28.632,3.518,26.8,33.84,0.123
2013-06-30,2013-07-06,NORTE,TOCANTINS,GLP,86,R$/13Kg,44.675,1.916,40.0,50.0,7.783,0.043,36.892,0.753,35.35,37.5,0.02
2013-06-30,2013-07-06,NORDESTE,ALAGOAS,GNV,10,R$/m3,1.965,0.06,1.938,2.149,0.692,0.031,1.273,0.037,1.2411,1.3051,0.029
2013-06-30,2013-07-06,NORTE,AMAZONAS,GNV,2,R$/m3,1.95,0.0,1.95,1.95,0.262,0.0,1.688,0,1.688,1.688,0
2013-06-30,2013-07-06,NORDESTE,BAHIA,GNV,20,R$/m3,1.765,0.123,1.59,2.219,0.458,0.07,1.307,0.09,1.1717,1.3818,0.069
2013-06-30,2013-07-06,NORDESTE,CEARA,GNV,19,R$/m3,1.892,0.08,1.879,2.24,0.471,0.042,1.421,0.073,1.3635,1.5251,0.051
2013-06-30,2013-07-06,SUDESTE,ESPIRITO SANTO,GNV,14,R$/m3,1.929,0.201,1.79,2.43,0.656,0.104,1.273,0.054,1.2145,1.2904,0.042
2013-06-30,2013-07-06,CENTRO OESTE,GOIAS,GNV,1,R$/m3,2.19,0.0,2.19,2.19,-,0.0,-,-,-,-,-
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO,GNV,1,R$/m3,1.97,0.0,1.97,1.97,0.48,0.0,1.49,0,1.49,1.49,0
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO DO SUL,GNV,6,R$/m3,1.959,0.014,1.949,1.989,0.539,0.007,1.42,0,1.4199,1.4199,0
2013-06-30,2013-07-06,SUDESTE,MINAS GERAIS,GNV,13,R$/m3,1.917,0.167,1.699,2.18,0.582,0.087,1.335,0,1.335,1.335,0
2013-06-30,2013-07-06,NORDESTE,PARAIBA,GNV,10,R$/m3,1.8,0.063,1.699,1.89,0.393,0.035,1.407,0.123,1.3002,1.5745,0.087
2013-06-30,2013-07-06,SUL,PARANA,GNV,10,R$/m3,1.731,0.086,1.659,1.899,-,0.05,-,-,-,-,-
2013-06-30,2013-07-06,NORDESTE,PERNAMBUCO,GNV,29,R$/m3,1.677,0.04,1.63,1.869,0.539,0.024,1.138,0.111,1.0733,1.3296,0.098
2013-06-30,2013-07-06,SUDESTE,RIO DE JANEIRO,GNV,185,R$/m3,1.683,0.135,1.399,1.999,0.338,0.08,1.345,0.128,1.083,1.5331,0.095
2013-06-30,2013-07-06,NORDESTE,RIO GRANDE DO NORTE,GNV,19,R$/m3,1.913,0.047,1.88,2.06,0.647,0.025,1.266,0,1.2657,1.2657,0
2013-06-30,2013-07-06,SUL,RIO GRANDE DO SUL,GNV,32,R$/m3,1.986,0.087,1.919,2.339,0.561,0.044,1.425,0.37,1.2329,1.8829,0.26
2013-06-30,2013-07-06,SUL,SANTA CATARINA,GNV,34,R$/m3,1.988,0.082,1.859,2.309,0.536,0.041,1.452,0.215,1.2167,1.6241,0.148
2013-06-30,2013-07-06,SUDESTE,SAO PAULO,GNV,80,R$/m3,1.718,0.17,1.479,2.799,0.316,0.099,1.402,0.179,0.952,1.546,0.128
2013-06-30,2013-07-06,NORDESTE,SERGIPE,GNV,13,R$/m3,1.9,0.149,1.839,2.409,0.654,0.078,1.246,0.147,1.1591,1.5061,0.118
2013-06-30,2013-07-06,NORTE,ACRE,OLEO DIESEL,52,R$/l,2.832,0.114,2.649,3.06,0.442,0.04,2.39,0.12,2.2544,2.6067,0.05
2013-06-30,2013-07-06,NORDESTE,ALAGOAS,OLEO DIESEL,86,R$/l,2.293,0.058,2.19,2.42,0.232,0.025,2.061,0.04,1.9738,2.1508,0.019
2013-06-30,2013-07-06,NORTE,AMAPA,OLEO DIESEL,29,R$/l,2.355,0.167,2.21,2.72,0.2,0.071,2.155,0.048,2.1093,2.2455,0.022
2013-06-30,2013-07-06,NORTE,AMAZONAS,OLEO DIESEL,105,R$/l,2.382,0.132,2.28,2.75,0.24,0.055,2.142,0.037,2.055,2.2435,0.017
2013-06-30,2013-07-06,NORDESTE,BAHIA,OLEO DIESEL,374,R$/l,2.287,0.098,2.1,2.649,0.258,0.043,2.029,0.06,1.928,2.2602,0.03
2013-06-30,2013-07-06,NORDESTE,CEARA,OLEO DIESEL,123,R$/l,2.391,0.051,2.25,2.499,0.336,0.021,2.055,0.047,1.965,2.137,0.023
2013-06-30,2013-07-06,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL,74,R$/l,2.419,0.009,2.35,2.429,0.304,0.004,2.115,0.011,2.0817,2.129,0.005
2013-06-30,2013-07-06,SUDESTE,ESPIRITO SANTO,OLEO DIESEL,165,R$/l,2.352,0.068,2.15,2.49,0.278,0.029,2.074,0.045,1.96,2.1784,0.022
2013-06-30,2013-07-06,CENTRO OESTE,GOIAS,OLEO DIESEL,229,R$/l,2.317,0.075,2.139,2.499,0.235,0.032,2.082,0.048,1.9919,2.189,0.023
2013-06-30,2013-07-06,NORDESTE,MARANHAO,OLEO DIESEL,130,R$/l,2.278,0.069,2.14,2.419,0.217,0.03,2.061,0.051,1.95,2.1599,0.025
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO,OLEO DIESEL,115,R$/l,2.587,0.109,2.35,2.9,0.326,0.042,2.261,0.054,2.1458,2.39,0.024
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL,92,R$/l,2.492,0.078,2.349,2.699,0.313,0.031,2.179,0.042,2.0632,2.28,0.019
2013-06-30,2013-07-06,SUDESTE,MINAS GERAIS,OLEO DIESEL,802,R$/l,2.356,0.069,2.09,2.599,0.251,0.029,2.105,0.063,1.9499,2.265,0.03
2013-06-30,2013-07-06,NORTE,PARA,OLEO DIESEL,123,R$/l,2.501,0.113,2.25,2.8,0.37,0.045,2.131,0.056,1.9907,2.2536,0.026
2013-06-30,2013-07-06,NORDESTE,PARAIBA,OLEO DIESEL,98,R$/l,2.279,0.055,2.159,2.399,0.232,0.024,2.047,0.044,1.9586,2.198,0.021
2013-06-30,2013-07-06,SUL,PARANA,OLEO DIESEL,427,R$/l,2.267,0.065,2.041,2.499,0.243,0.029,2.024,0.058,1.9,2.2345,0.029
2013-06-30,2013-07-06,NORDESTE,PERNAMBUCO,OLEO DIESEL,139,R$/l,2.279,0.062,2.12,2.399,0.244,0.027,2.035,0.054,1.969,2.1777,0.027
2013-06-30,2013-07-06,NORDESTE,PIAUI,OLEO DIESEL,89,R$/l,2.309,0.057,2.19,2.4,0.204,0.025,2.105,0.04,2.05,2.215,0.019
2013-06-30,2013-07-06,SUDESTE,RIO DE JANEIRO,OLEO DIESEL,533,R$/l,2.286,0.097,2.04,2.599,0.285,0.042,2.001,0.061,1.7712,2.2279,0.03
2013-06-30,2013-07-06,NORDESTE,RIO GRANDE DO NORTE,OLEO DIESEL,108,R$/l,2.266,0.035,2.19,2.39,0.253,0.015,2.013,0.066,1.8956,2.135,0.033
2013-06-30,2013-07-06,SUL,RIO GRANDE DO SUL,OLEO DIESEL,396,R$/l,2.349,0.073,2.149,2.61,0.337,0.031,2.012,0.051,1.906,2.2024,0.025
2013-06-30,2013-07-06,NORTE,RONDONIA,OLEO DIESEL,97,R$/l,2.522,0.083,2.349,2.75,0.3,0.033,2.222,0.033,2.17,2.28,0.015
2013-06-30,2013-07-06,NORTE,RORAIMA,OLEO DIESEL,33,R$/l,2.639,0.081,2.57,2.95,0.48,0.031,2.159,0.049,2.12,2.32,0.023
2013-06-30,2013-07-06,SUL,SANTA CATARINA,OLEO DIESEL,282,R$/l,2.334,0.097,1.989,2.638,0.282,0.042,2.052,0.062,1.918,2.1683,0.03
2013-06-30,2013-07-06,SUDESTE,SAO PAULO,OLEO DIESEL,1609,R$/l,2.278,0.072,2.019,2.599,0.283,0.032,1.995,0.049,1.865,2.1728,0.025
2013-06-30,2013-07-06,NORDESTE,SERGIPE,OLEO DIESEL,39,R$/l,2.368,0.06,2.229,2.519,0.258,0.025,2.11,0.039,2.0428,2.1552,0.018
2013-06-30,2013-07-06,NORTE,TOCANTINS,OLEO DIESEL,57,R$/l,2.29,0.055,2.19,2.459,0.297,0.024,1.993,0.06,1.9031,2.0675,0.03
2013-06-30,2013-07-06,NORTE,ACRE,OLEO DIESEL S10,15,R$/l,2.806,0.097,2.73,3.1,0.354,0.035,2.452,0.091,2.3357,2.678,0.037
2013-06-30,2013-07-06,NORDESTE,ALAGOAS,OLEO DIESEL S10,21,R$/l,2.418,0.065,2.23,2.499,0.221,0.027,2.197,0.04,2.108,2.221,0.018
2013-06-30,2013-07-06,NORTE,AMAPA,OLEO DIESEL S10,11,R$/l,2.844,0.081,2.8,3.1,0.434,0.028,2.41,0.133,2.3159,2.5037,0.055
2013-06-30,2013-07-06,NORTE,AMAZONAS,OLEO DIESEL S10,18,R$/l,2.494,0.111,2.38,2.77,0.248,0.045,2.246,0.037,2.1901,2.3166,0.016
2013-06-30,2013-07-06,NORDESTE,BAHIA,OLEO DIESEL S10,97,R$/l,2.43,0.098,2.269,2.759,0.274,0.04,2.156,0.073,1.9668,2.3416,0.034
2013-06-30,2013-07-06,NORDESTE,CEARA,OLEO DIESEL S10,118,R$/l,2.348,0.078,2.23,2.57,0.2,0.033,2.148,0.034,2.0156,2.3,0.016
2013-06-30,2013-07-06,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL S10,13,R$/l,2.641,0.002,2.64,2.649,-,0.001,-,-,-,-,-
2013-06-30,2013-07-06,SUDESTE,ESPIRITO SANTO,OLEO DIESEL S10,52,R$/l,2.485,0.059,2.36,2.59,0.281,0.024,2.204,0.061,2.094,2.2571,0.028
2013-06-30,2013-07-06,CENTRO OESTE,GOIAS,OLEO DIESEL S10,54,R$/l,2.539,0.06,2.42,2.649,0.244,0.024,2.295,0.027,2.2428,2.3397,0.012
2013-06-30,2013-07-06,NORDESTE,MARANHAO,OLEO DIESEL S10,50,R$/l,2.358,0.088,2.23,2.73,0.21,0.037,2.148,0.054,2.057,2.2574,0.025
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO,OLEO DIESEL S10,44,R$/l,2.748,0.099,2.64,3.05,0.358,0.036,2.39,0.084,2.2337,2.4801,0.035
2013-06-30,2013-07-06,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL S10,47,R$/l,2.627,0.076,2.54,2.83,0.281,0.029,2.346,0.049,2.2132,2.4607,0.021
2013-06-30,2013-07-06,SUDESTE,MINAS GERAIS,OLEO DIESEL S10,215,R$/l,2.5,0.073,2.25,2.779,0.256,0.029,2.244,0.06,2.1021,2.3655,0.027
2013-06-30,2013-07-06,NORTE,PARA,OLEO DIESEL S10,106,R$/l,2.472,0.152,2.29,2.969,0.215,0.061,2.257,0.05,2.1288,2.36,0.022
2013-06-30,2013-07-06,NORDESTE,PARAIBA,OLEO DIESEL S10,25,R$/l,2.407,0.042,2.32,2.49,0.216,0.017,2.191,0.063,2.071,2.284,0.029
2013-06-30,2013-07-06,SUL,PARANA,OLEO DIESEL S10,153,R$/l,2.371,0.059,2.24,2.52,0.244,0.025,2.127,0.053,2.039,2.274,0.025
2013-06-30,2013-07-06,NORDESTE,PERNAMBUCO,OLEO DIESEL S10,188,R$/l,2.363,0.056,2.19,2.56,0.229,0.024,2.134,0.042,2.0603,2.2536,0.02
2013-06-30,2013-07-06,NORDESTE,PIAUI,OLEO DIESEL S10,36,R$/l,2.396,0.053,2.29,2.5,0.18,0.022,2.216,0.042,2.155,2.2684,0.019
2013-06-30,2013-07-06,SUDESTE,RIO DE JANEIRO,OLEO DIESEL S10,128,R$/l,2.435,0.084,2.189,2.649,0.279,0.034,2.156,0.043,2.0394,2.2512,0.02
2013-06-30,2013-07-06,NORDESTE,RIO GRANDE DO NORTE,OLEO DIESEL S10,35,R$/l,2.466,0.065,2.34,2.59,0.204,0.026,2.262,0.044,2.1945,2.2952,0.019
2013-06-30,2013-07-06,SUL,RIO GRANDE DO SUL,OLEO DIESEL S10,171,R$/l,2.518,0.084,2.299,2.81,0.312,0.033,2.206,0.049,2.0955,2.3209,0.022
2013-06-30,2013-07-06,NORTE,RONDONIA,OLEO DIESEL S10,45,R$/l,2.698,0.081,2.55,2.88,0.315,0.03,2.383,0.017,2.3628,2.4008,0.007
2013-06-30,2013-07-06,NORTE,RORAIMA,OLEO DIESEL S10,14,R$/l,2.695,0.005,2.69,2.7,0.426,0.002,2.269,0.011,2.2563,2.2857,0.005
2013-06-30,2013-07-06,SUL,SANTA CATARINA,OLEO DIESEL S10,133,R$/l,2.497,0.078,2.299,2.76,0.281,0.031,2.216,0.058,2.0788,2.3051,0.026
2013-06-30,2013-07-06,SUDESTE,SAO PAULO,OLEO DIESEL S10,554,R$/l,2.428,0.069,2.19,2.699,0.304,0.028,2.124,0.05,1.954,2.2802,0.024
2013-06-30,2013-07-06,NORDESTE,SERGIPE,OLEO DIESEL S10,23,R$/l,2.48,0.098,2.319,2.599,0.25,0.04,2.23,0.048,2.1349,2.2933,0.022
2013-06-30,2013-07-06,NORTE,TOCANTINS,OLEO DIESEL S10,25,R$/l,2.427,0.068,2.3,2.559,0.215,0.028,2.212,0.109,2.0627,2.32,0.049
2013-07-07,2013-07-13,NORTE,ACRE,ETANOL HIDRATADO,35,R$/l,2.64,0.113,2.51,3.12,0.409,0.043,2.231,0.079,2.1438,2.371,0.035
2013-07-07,2013-07-13,NORDESTE,ALAGOAS,ETANOL HIDRATADO,96,R$/l,2.452,0.081,2.279,2.68,0.267,0.033,2.185,0.122,1.7455,2.3394,0.056
2013-07-07,2013-07-13,NORTE,AMAPA,ETANOL HIDRATADO,12,R$/l,2.498,0.094,2.29,2.65,0.202,0.038,2.296,0.036,2.2553,2.3168,0.016
2013-07-07,2013-07-13,NORTE,AMAZONAS,ETANOL HIDRATADO,71,R$/l,2.456,0.108,2.29,2.8,0.249,0.044,2.207,0.07,1.9652,2.3653,0.032
2013-07-07,2013-07-13,NORDESTE,BAHIA,ETANOL HIDRATADO,414,R$/l,2.281,0.117,1.99,2.699,0.332,0.051,1.949,0.089,1.731,2.3087,0.046
2013-07-07,2013-07-13,NORDESTE,CEARA,ETANOL HIDRATADO,197,R$/l,2.353,0.094,2.199,2.65,0.216,0.04,2.137,0.041,2.0537,2.237,0.019
2013-07-07,2013-07-13,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,80,R$/l,2.27,0.005,2.25,2.299,0.207,0.002,2.063,0.01,2.0493,2.0756,0.005
2013-07-07,2013-07-13,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,157,R$/l,2.499,0.114,2.23,2.79,0.331,0.046,2.168,0.114,1.9494,2.3191,0.053
2013-07-07,2013-07-13,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,256,R$/l,1.864,0.144,1.679,2.25,0.299,0.077,1.565,0.065,1.4457,1.7584,0.042
2013-07-07,2013-07-13,NORDESTE,MARANHAO,ETANOL HIDRATADO,90,R$/l,2.358,0.135,2.09,2.69,0.273,0.057,2.085,0.138,1.786,2.3105,0.066
2013-07-07,2013-07-13,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,141,R$/l,1.977,0.09,1.83,2.25,0.452,0.046,1.525,0.082,1.43,1.6842,0.054
2013-07-07,2013-07-13,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,130,R$/l,2.119,0.178,1.979,2.618,0.392,0.084,1.727,0.094,1.54,1.9435,0.054
2013-07-07,2013-07-13,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,967,R$/l,2.059,0.139,1.649,2.499,0.339,0.068,1.72,0.094,1.3967,2.1914,0.055
2013-07-07,2013-07-13,NORTE,PARA,ETANOL HIDRATADO,73,R$/l,2.559,0.158,2.09,3.05,0.391,0.062,2.168,0.079,1.9909,2.3605,0.036
2013-07-07,2013-07-13,NORDESTE,PARAIBA,ETANOL HIDRATADO,115,R$/l,2.297,0.072,2.129,2.48,0.18,0.031,2.117,0.061,1.85,2.2039,0.029
2013-07-07,2013-07-13,SUL,PARANA,ETANOL HIDRATADO,566,R$/l,1.85,0.123,1.619,2.279,0.225,0.066,1.625,0.097,1.356,1.9566,0.06
2013-07-07,2013-07-13,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,307,R$/l,2.295,0.097,2.139,2.64,0.237,0.042,2.058,0.054,1.9263,2.2251,0.026
2013-07-07,2013-07-13,NORDESTE,PIAUI,ETANOL HIDRATADO,61,R$/l,2.427,0.086,2.33,2.68,0.329,0.035,2.098,0.015,2.0773,2.1265,0.007
